equipment,est_peak_temp,num_companions,ticket,gender,distance_home,food_spend,age,runs
rent,-5,3,senior,female,28,13,71,6
own,0,1,season,female,160,13,38,6
own,15,0,child,male,17,25,15,10
own,5,3,adult,male,33,8,45,7
own,0,1,child,male,39,0,13,11
own,-10,2,adult,female,32,11,23,6
own,5,1,adult,female,166,25,33,5
own,15,2,child,female,124,15,14,9
own,-0,3,child,female,103,18,5,5
rent,-0,1,senior,male,106,10,72,4
own,0,2,season,female,21,10,27,7
own,0,3,senior,male,49,0,63,7
rent,10,1,child,male,149,22,5,7
own,20,5,adult,female,17,0,55,12
own,0,1,child,female,118,0,10,5
own,5,1,adult,female,52,15,21,10
own,10,3,adult,male,61,16,55,8
rent,10,1,child,male,43,24,5,10
own,10,3,adult,female,20,18,31,6
own,0,2,child,female,103,14,8,4
own,5,2,adult,female,96,19,34,6
own,10,1,adult,male,161,0,57,8
rent,25,1,senior,male,124,10,63,8
own,0,1,adult,female,17,15,56,9
rent,5,1,adult,male,185,0,41,5
own,0,2,child,female,31,15,17,9
own,5,2,child,male,106,21,13,4
own,20,1,adult,male,108,0,19,12
own,5,0,senior,female,29,13,75,9
own,-5,0,senior,female,35,17,70,6
own,25,1,adult,male,138,0,56,15
own,25,1,child,male,27,24,7,14
own,5,2,senior,male,130,27,66,5
own,20,0,child,female,16,13,14,14
own,25,1,season,male,42,19,36,13
own,15,1,adult,male,119,0,59,10
own,-0,1,season,female,89,19,55,5
own,5,1,adult,male,122,0,52,10
rent,20,3,adult,male,31,0,51,10
own,15,0,child,male,143,12,7,11
own,25,1,child,female,92,0,11,14
own,15,2,season,female,126,0,47,10
own,20,1,child,male,14,24,12,14
own,5,0,season,male,16,18,42,7
rent,5,1,child,male,165,0,16,8
own,0,1,adult,male,45,8,36,7
own,-0,1,adult,female,57,16,33,7
own,-10,2,child,male,31,0,11,7
own,-5,0,child,male,14,17,15,6
own,10,2,child,female,100,23,7,6
own,20,1,season,female,19,0,34,13
own,15,1,senior,female,132,10,72,10
rent,10,3,adult,male,157,18,33,6
own,25,1,adult,male,18,18,54,14
own,-5,2,adult,male,22,8,43,6
own,15,3,adult,female,163,24,36,6
own,20,0,adult,female,177,0,32,9
own,15,0,adult,female,92,21,36,10
own,5,1,adult,male,18,14,56,9
own,5,1,adult,other,19,0,19,10
own,5,2,senior,male,121,17,60,4
own,0,1,adult,female,170,6,20,4
own,-0,2,adult,female,104,0,20,8
own,10,0,adult,female,44,16,51,10
own,10,1,adult,male,134,0,50,9
own,35,0,child,male,164,0,5,16
own,10,3,season,male,88,12,54,4
own,10,1,child,male,32,11,10,11
rent,-5,0,child,female,135,14,10,7
rent,10,4,senior,male,102,17,74,5
own,10,0,adult,male,166,0,56,11
own,10,1,season,female,15,11,44,8
own,25,0,adult,female,38,0,36,14
own,15,1,season,male,46,0,56,11
own,25,2,adult,female,47,17,24,9
own,-5,3,season,male,35,29,65,2
own,15,2,adult,male,107,16,56,8
own,10,0,adult,male,160,0,49,9
own,10,0,adult,male,20,13,45,13
own,10,3,child,male,163,23,16,7
own,15,1,adult,female,57,8,26,13
rent,15,2,season,male,16,18,63,8
own,0,1,child,female,95,0,8,8
own,10,0,adult,female,121,0,39,11
rent,20,0,adult,male,20,5,27,12
own,20,1,adult,female,101,0,56,12
rent,-5,0,adult,male,116,0,38,7
own,20,0,adult,male,54,4,26,15
own,-0,0,child,male,36,0,14,10
own,5,3,child,male,126,10,17,8
own,-5,0,adult,female,53,13,43,7
rent,25,2,senior,female,45,16,81,12
own,10,1,adult,male,176,11,40,8
own,15,0,child,female,32,0,17,14
own,-10,1,senior,male,121,0,69,4
own,15,2,senior,female,121,26,69,8
own,-0,2,season,male,129,24,47,1
own,-15,1,child,male,175,19,12,3
own,10,0,adult,male,137,15,34,8
own,-0,3,adult,male,10,22,53,5
own,-5,1,adult,female,119,0,56,6
rent,5,0,adult,male,123,18,44,4
own,10,4,senior,female,127,22,67,6
own,-10,2,season,female,47,21,75,3
own,20,2,adult,male,96,23,40,8
own,30,0,adult,other,127,9,40,13
own,5,1,adult,male,173,15,32,6
own,20,3,adult,male,107,15,21,9
own,5,2,adult,male,95,14,24,7
own,0,2,adult,male,47,18,37,7
own,15,4,adult,male,22,16,25,9
rent,-0,4,adult,female,34,15,38,7
rent,0,0,adult,female,121,0,23,5
own,10,4,adult,male,53,14,33,10
own,10,0,adult,male,24,22,28,9
own,-15,2,adult,male,51,11,24,4
own,15,1,season,female,170,17,47,9
own,10,0,adult,female,124,10,51,8
own,5,4,adult,male,92,19,45,7
own,5,0,senior,male,16,16,77,8
own,35,2,adult,female,113,17,30,14
own,20,1,child,female,133,0,5,12
own,5,2,child,female,168,15,9,8
own,5,0,child,other,31,19,10,10
own,-5,6,adult,female,104,15,26,1
own,0,0,adult,male,18,26,39,8
own,5,3,senior,other,165,0,73,4
rent,-15,1,adult,male,166,16,49,1
own,0,2,adult,female,44,10,20,6
rent,15,0,senior,male,41,8,61,9
own,-5,2,adult,female,11,13,20,7
own,5,1,season,male,23,13,58,8
own,45,2,adult,male,17,20,29,15
own,20,1,adult,female,56,10,33,11
own,25,2,season,female,29,20,58,11
rent,5,2,adult,male,20,11,19,10
own,-0,2,child,male,29,20,13,4
own,15,1,senior,male,107,0,69,8
own,20,1,child,female,40,18,6,13
own,10,0,adult,male,156,14,39,7
own,50,0,senior,male,18,11,76,19
own,15,1,adult,male,112,14,41,10
own,25,3,senior,other,172,7,67,9
own,10,2,senior,female,156,19,65,7
own,5,4,adult,male,33,13,22,6
own,15,2,adult,female,24,10,37,10
own,20,1,adult,male,22,20,27,12
own,5,1,child,male,104,18,7,7
own,-5,1,senior,female,181,12,62,1
own,-10,2,adult,male,27,21,37,6
own,5,1,adult,female,30,14,54,8
rent,25,1,adult,male,182,17,48,9
own,10,2,adult,female,16,0,54,14
own,15,1,senior,male,28,13,63,9
own,-0,1,senior,male,39,0,75,7
rent,10,3,adult,male,105,15,18,8
own,5,1,child,male,160,12,9,5
own,15,1,season,female,40,0,34,14
own,25,2,adult,female,182,0,48,10
own,15,1,senior,male,117,25,71,8
own,10,4,child,female,91,0,8,11
own,-10,0,adult,male,115,14,25,3
rent,25,3,season,female,17,7,37,13
rent,10,1,adult,male,166,0,47,7
own,10,2,child,male,162,11,16,8
own,-0,1,season,female,105,12,21,4
own,0,1,adult,female,22,18,22,6
own,20,3,senior,male,14,16,77,10
own,5,3,senior,male,20,10,68,9
own,5,0,adult,male,113,20,44,8
own,10,2,child,male,176,14,15,7
own,0,3,adult,female,14,22,53,6
own,5,2,adult,male,51,10,33,9
rent,10,0,senior,male,161,14,67,7
rent,15,3,adult,female,116,21,59,7
own,-10,1,senior,male,17,12,77,5
own,20,1,adult,male,27,0,60,16
own,5,0,season,female,105,26,56,6
rent,-10,1,season,female,39,12,60,4
own,15,2,child,male,163,16,11,10
own,15,0,adult,male,152,27,36,9
own,15,3,adult,female,36,0,59,10
own,30,0,adult,female,58,9,41,17
own,5,0,season,male,113,19,32,6
own,30,2,adult,male,54,23,39,12
own,-0,2,senior,male,111,24,88,3
rent,10,6,child,female,35,23,13,5
own,25,0,adult,male,142,16,29,13
own,-0,0,senior,female,55,22,74,6
own,25,1,season,female,51,20,66,11
own,10,2,adult,female,26,14,28,9
own,10,2,adult,male,96,9,41,8
own,5,0,adult,male,40,0,33,10
own,5,1,adult,female,58,27,18,7
rent,10,0,adult,male,63,0,20,10
rent,0,4,season,female,57,10,39,3
own,-0,3,child,female,55,23,13,3
own,0,0,adult,female,28,0,25,8
own,10,1,adult,male,99,14,53,7
own,10,1,senior,female,109,8,63,9
rent,15,1,adult,female,29,15,54,9
rent,15,1,season,female,36,19,60,9
rent,20,1,adult,female,54,17,42,14
own,10,1,child,male,31,0,11,11
own,10,1,senior,male,24,18,66,8
own,-10,0,adult,female,116,0,24,3
own,5,2,adult,male,32,0,24,12
own,15,2,child,male,94,19,7,10
rent,10,1,child,female,108,11,7,10
own,5,4,child,female,139,0,7,7
rent,15,2,adult,female,109,23,60,6
own,15,5,adult,female,109,17,26,6
own,5,3,senior,female,90,14,72,4
own,10,1,adult,female,18,16,23,12
own,-5,1,adult,female,99,15,36,6
own,20,3,adult,female,55,0,47,13
own,5,0,adult,female,107,8,43,10
own,10,4,senior,female,103,16,62,6
own,15,0,adult,male,170,0,48,11
own,20,0,adult,male,106,0,30,13
own,10,1,adult,male,110,0,51,8
own,-0,1,adult,male,113,10,20,6
own,15,2,child,female,184,23,14,6
rent,5,0,adult,female,62,16,20,6
own,5,1,child,male,43,21,13,10
rent,15,3,senior,male,102,16,67,5
rent,-5,2,senior,male,33,26,74,3
own,20,1,adult,female,169,11,32,10
rent,5,1,child,male,94,24,12,7
rent,5,2,season,male,15,0,33,10
rent,25,2,adult,male,103,21,29,12
own,20,1,adult,female,129,13,28,10
own,30,1,adult,male,110,18,30,16
own,15,0,season,male,114,24,64,8
rent,25,2,adult,female,190,17,39,10
own,0,1,senior,female,83,0,70,6
rent,-5,2,adult,male,20,17,55,2
rent,20,0,senior,male,104,12,73,7
rent,10,1,adult,male,33,14,39,9
rent,5,1,season,male,35,18,62,4
own,10,1,child,female,84,24,12,7
rent,-5,2,season,male,63,0,59,5
own,-0,1,adult,female,36,7,54,8
rent,10,1,adult,female,48,26,29,8
own,15,3,adult,female,129,17,55,8
rent,15,0,senior,male,123,11,65,7
own,15,2,child,male,53,25,16,11
rent,15,1,adult,female,122,11,49,9
own,20,2,senior,female,20,20,63,12
own,-10,2,adult,male,35,0,21,6
own,-5,2,season,female,178,27,48,1
rent,15,1,adult,female,42,22,30,7
own,5,2,senior,female,39,16,63,5
own,30,3,season,female,96,15,57,9
own,15,1,adult,female,99,10,55,12
own,5,2,adult,male,119,20,42,7
own,15,3,child,male,89,0,10,12
own,25,4,adult,female,97,16,36,12
own,5,2,adult,female,167,0,29,8
own,15,2,adult,female,46,10,54,10
own,15,1,child,male,62,23,9,9
own,20,0,adult,female,111,0,54,14
own,15,3,adult,male,175,11,56,8
own,20,2,senior,male,110,23,61,10
rent,15,5,season,male,13,24,56,7
own,15,2,adult,male,18,23,58,9
rent,-5,2,adult,female,99,10,29,6
rent,10,0,senior,male,101,8,73,9
own,20,2,child,female,63,0,9,14
own,25,2,season,male,15,30,50,9
own,5,0,adult,female,18,22,45,8
own,15,0,adult,female,111,19,49,8
own,15,0,season,female,170,19,54,6
own,10,3,season,female,114,0,33,6
own,15,2,adult,male,172,12,19,5
own,0,2,season,other,119,0,37,6
own,0,3,season,male,175,14,23,2
own,-5,1,senior,female,95,19,83,2
own,-5,2,adult,male,39,23,56,4
own,25,1,adult,female,16,14,59,13
own,-0,0,season,male,36,0,56,8
own,15,3,adult,male,48,10,24,12
own,10,1,child,male,117,13,17,9
own,5,1,adult,female,181,6,23,6
own,-20,1,child,male,121,18,15,2
own,20,1,senior,female,91,25,66,10
own,10,0,child,male,18,14,17,11
rent,0,2,child,female,10,20,18,7
own,-10,1,season,female,31,23,36,3
own,10,1,adult,female,123,13,20,10
own,15,2,adult,female,109,13,34,10
own,15,4,child,female,31,19,17,9
own,15,1,adult,male,153,9,38,9
own,5,2,adult,other,39,22,31,7
rent,0,2,adult,male,110,8,56,3
own,10,1,adult,female,19,17,39,10
rent,10,1,season,male,12,15,25,6
own,-15,0,adult,female,182,14,31,2
own,15,0,adult,male,55,8,38,12
own,0,3,child,male,17,19,16,9
own,-5,0,season,female,194,20,46,2
own,-0,1,adult,female,29,7,41,7
own,10,1,senior,male,112,14,64,7
rent,25,2,season,female,50,6,34,11
own,0,1,child,male,109,0,11,6
own,0,4,adult,female,59,12,26,6
rent,5,1,child,male,16,8,9,11
own,-10,1,child,male,26,23,11,4
own,10,2,child,female,116,9,12,8
own,5,4,adult,female,50,19,32,5
own,5,2,adult,male,13,28,42,6
own,-10,1,adult,male,19,16,30,6
rent,-10,1,child,female,103,12,12,3
own,25,1,senior,female,176,22,67,9
rent,10,3,adult,male,15,11,24,6
rent,0,0,senior,male,50,15,69,5
own,30,2,senior,female,43,21,73,12
own,-10,1,child,female,13,0,8,7
own,20,0,adult,female,104,19,22,12
own,20,0,season,female,41,28,38,9
own,-0,2,season,female,19,18,41,4
own,15,1,season,male,130,19,62,9
own,20,2,adult,female,42,12,41,13
own,15,2,senior,male,16,0,68,12
own,20,2,adult,female,50,11,20,12
own,10,1,senior,male,35,12,65,11
rent,5,0,child,female,166,0,12,7
own,-5,0,adult,male,59,17,58,4
own,0,2,child,female,157,20,16,3
rent,5,1,adult,male,110,15,36,6
own,20,2,child,female,199,21,10,7
rent,10,1,child,female,51,11,11,9
own,20,3,adult,female,15,0,47,15
rent,25,2,child,male,32,0,9,12
own,20,0,senior,female,13,17,68,12
own,5,3,senior,female,151,15,76,4
own,10,1,adult,female,98,24,42,8
own,25,1,senior,male,112,17,63,12
own,-0,3,senior,female,179,18,64,2
rent,5,0,adult,male,51,25,30,3
own,20,0,senior,female,135,0,62,12
own,20,1,adult,female,69,0,41,13
own,15,0,child,male,104,7,14,12
own,15,2,child,female,156,0,15,11
rent,15,1,adult,male,104,20,52,7
own,10,4,child,female,136,20,16,9
own,10,0,child,male,6,10,10,10
own,10,0,child,female,39,13,11,12
own,10,1,senior,female,180,0,61,9
own,20,0,child,male,107,18,17,10
rent,5,2,adult,female,115,11,33,6
own,-15,1,adult,male,48,13,29,1
own,15,2,senior,female,33,26,61,10
own,-5,1,adult,female,42,0,21,9
own,10,5,season,female,37,16,70,7
own,10,0,senior,female,19,0,61,12
own,-0,1,adult,female,35,0,19,8
rent,20,0,adult,female,181,18,28,6
own,5,1,child,female,45,8,17,8
rent,5,1,adult,female,122,17,49,5
rent,10,0,senior,female,114,23,68,9
own,-15,0,adult,female,171,10,20,1
own,25,1,adult,male,21,22,58,12
own,-5,0,adult,female,18,17,43,7
own,20,3,adult,female,123,8,22,9
own,10,1,season,male,46,14,65,9
own,5,2,senior,female,163,9,65,6
rent,-5,1,adult,male,102,17,55,5
own,20,0,child,male,23,25,14,13
own,10,0,adult,female,49,17,46,11
own,30,1,adult,male,120,21,22,13
own,-10,0,senior,female,33,15,63,7
own,30,4,senior,female,173,19,73,5
own,5,2,adult,other,10,17,24,10
rent,-10,1,adult,male,57,10,34,4
own,0,2,child,male,173,20,15,3
own,10,1,child,female,115,0,16,11
own,10,2,adult,female,130,18,18,8
rent,10,1,adult,female,18,0,34,11
own,5,2,adult,male,171,10,24,5
own,5,3,adult,female,106,21,55,3
own,15,0,adult,female,35,14,52,14
own,5,2,season,male,52,11,40,7
own,5,0,senior,male,110,12,64,7
own,20,1,adult,male,53,0,23,12
own,15,0,adult,male,163,0,30,13
own,5,1,senior,female,59,20,61,8
own,15,1,adult,male,42,23,20,11
own,20,2,child,female,182,0,8,11
own,5,3,adult,female,21,14,20,7
own,-5,0,season,male,47,19,56,3
own,-5,1,senior,female,109,0,75,7
own,5,1,senior,male,23,14,73,9
rent,30,0,adult,male,183,0,55,15
own,5,1,adult,other,130,0,39,7
rent,25,1,child,male,109,17,10,10
own,15,1,senior,female,41,15,72,11
own,5,3,senior,male,172,21,71,5
own,30,2,child,female,16,0,16,17
rent,15,2,adult,female,112,23,44,8
rent,5,4,adult,male,56,20,31,9
own,10,2,child,female,43,20,11,9
rent,-0,1,child,male,18,19,18,4
own,5,0,adult,female,108,12,56,10
own,-10,3,senior,male,122,17,70,3
own,10,5,senior,male,39,24,70,7
own,10,1,season,male,108,21,34,6
own,10,0,adult,male,48,0,44,11
own,-5,0,adult,male,191,0,42,4
rent,25,0,senior,male,109,0,66,13
own,20,1,adult,male,23,19,26,13
rent,20,1,adult,male,14,14,18,12
own,-10,1,senior,female,125,20,72,3
own,5,1,child,female,123,17,6,7
own,-5,3,adult,male,118,29,18,3
own,5,1,senior,other,49,0,68,9
own,0,0,adult,female,124,18,36,9
own,15,1,adult,male,111,5,41,11
own,10,3,senior,female,57,10,66,9
own,15,2,senior,male,35,24,82,8
own,20,1,adult,female,53,10,24,13
own,-0,0,adult,male,130,0,27,7
own,15,4,child,male,66,21,17,6
rent,15,2,child,male,126,32,11,6
own,15,3,child,male,51,8,6,10
own,25,4,adult,female,52,14,52,12
own,10,4,adult,male,19,20,47,11
own,10,1,adult,female,53,26,33,8
own,30,2,adult,male,127,23,29,12
own,20,2,adult,female,90,22,35,10
own,25,4,child,female,42,20,10,16
own,20,4,adult,male,104,10,34,10
own,10,2,senior,male,48,0,78,10
own,15,4,senior,female,29,23,68,8
own,10,3,senior,female,60,20,70,6
own,15,1,child,male,25,0,12,14
own,5,1,senior,female,17,0,65,10
rent,15,0,child,male,101,16,13,11
rent,15,2,senior,female,153,21,83,7
own,5,0,season,male,110,18,42,4
own,10,4,adult,male,102,9,47,8
rent,15,2,season,male,21,26,53,6
rent,25,2,child,male,100,0,8,12
own,15,1,adult,female,21,22,44,11
own,10,1,adult,female,169,13,29,7
own,15,2,adult,female,34,16,54,10
own,10,1,senior,male,184,21,64,6
own,-5,1,adult,male,23,22,35,5
own,15,1,adult,female,95,12,52,9
own,0,0,season,male,180,0,50,5
own,10,1,season,female,48,0,55,10
own,-5,4,senior,male,108,22,73,1
own,-0,0,adult,female,31,0,56,10
own,15,2,adult,male,20,15,49,11
own,5,2,child,male,18,14,9,12
rent,-5,1,adult,female,54,21,43,1
own,15,3,child,other,40,0,15,10
own,5,2,senior,male,119,0,69,7
own,-5,4,adult,female,117,10,46,4
own,10,2,season,female,122,18,57,8
own,15,1,adult,male,182,19,48,7
rent,25,1,adult,male,42,17,40,11
own,0,1,adult,male,124,9,40,7
rent,15,0,senior,male,175,11,63,9
own,-10,1,adult,female,182,21,22,1
own,-5,3,child,male,104,0,14,5
own,0,2,senior,female,100,0,76,7
own,10,1,senior,female,15,13,68,10
own,25,0,senior,male,173,14,70,9
rent,-5,0,season,male,12,6,24,7
own,15,3,adult,female,92,0,22,12
own,15,4,adult,female,152,0,46,10
own,10,2,adult,female,96,17,20,6
rent,10,0,child,male,119,21,11,8
own,15,3,season,male,46,31,35,7
own,20,1,adult,male,39,0,18,14
own,5,1,senior,female,99,0,63,7
own,-5,4,adult,female,13,18,32,7
own,-0,1,adult,female,25,11,24,9
own,5,2,adult,male,52,14,54,7
rent,15,2,adult,female,57,12,18,8
own,10,1,senior,male,118,22,62,7
own,0,0,adult,male,34,22,34,5
own,10,3,season,female,40,18,26,7
rent,20,0,senior,male,32,0,61,14
own,0,2,season,male,165,26,40,2
own,15,0,adult,male,14,15,43,12
own,10,0,child,male,108,21,10,10
own,15,0,season,male,16,11,64,12
own,-5,0,adult,male,26,27,25,6
own,-5,2,senior,male,40,22,62,4
own,15,1,adult,female,96,0,36,8
own,15,1,adult,female,59,13,25,11
own,15,1,adult,male,49,10,24,13
own,20,2,senior,male,13,19,81,11
own,5,0,adult,male,17,0,35,11
own,5,2,adult,male,106,21,27,5
own,-10,0,adult,female,34,0,22,4
own,25,0,child,other,194,16,15,13
own,10,1,senior,female,106,19,72,6
own,5,1,season,female,179,17,40,3
own,10,4,adult,other,167,26,19,4
own,20,1,adult,male,105,8,29,11
own,10,0,child,female,36,0,16,13
own,25,0,senior,male,151,11,60,10
own,15,2,senior,male,115,0,76,11
own,5,1,senior,male,136,9,68,7
own,20,2,adult,male,176,26,43,7
own,20,1,adult,male,116,23,47,10
own,-0,1,senior,other,17,9,71,9
own,15,2,child,male,102,12,14,11
rent,15,1,adult,female,104,22,50,9
own,20,3,adult,male,60,9,49,13
own,-10,1,adult,female,107,14,53,3
own,-5,2,adult,male,34,16,35,5
own,10,2,senior,male,173,12,71,6
rent,-10,1,adult,female,62,0,41,6
own,20,3,senior,male,161,16,63,6
own,10,1,adult,male,37,0,28,11
own,5,0,senior,male,116,17,68,6
rent,5,1,season,male,15,11,41,6
own,15,1,season,male,28,25,56,8
own,-0,1,season,male,21,0,72,8
rent,5,0,child,female,17,11,17,9
own,10,0,adult,female,98,7,51,11
own,0,3,senior,female,128,24,76,2
own,15,0,adult,female,104,0,45,11
own,10,0,season,female,129,0,32,8
own,5,2,child,female,28,0,13,9
own,5,4,adult,female,56,0,53,10
own,-10,0,child,female,99,0,13,5
own,20,2,senior,male,107,9,65,9
rent,15,1,season,female,20,26,72,6
own,25,2,senior,male,152,19,70,9
own,0,0,senior,female,46,0,72,9
own,10,2,senior,male,39,9,73,8
own,15,1,season,female,56,0,53,9
own,5,0,adult,female,14,23,41,8
rent,20,2,child,male,47,0,18,13
own,15,2,child,female,107,8,12,10
rent,-0,1,child,female,19,10,12,6
own,25,3,adult,female,115,17,36,12
own,30,2,adult,male,45,18,54,14
own,25,1,adult,female,39,22,59,13
own,5,1,senior,female,40,26,62,6
own,15,1,season,male,185,12,47,8
own,0,3,season,male,162,0,65,2
own,10,0,child,female,15,20,11,9
own,5,4,season,male,18,10,42,6
own,20,1,adult,female,46,21,37,12
own,15,2,season,female,15,0,53,11
rent,25,2,senior,male,13,6,60,12
own,10,3,adult,female,125,0,25,9
own,5,1,senior,male,106,10,70,6
own,5,2,child,male,124,22,8,9
own,-10,2,season,male,16,0,46,5
own,10,1,adult,male,104,19,28,8
own,5,1,adult,male,18,17,45,10
rent,-0,0,child,female,105,19,11,5
own,20,1,adult,female,102,20,35,11
rent,5,2,season,female,117,0,34,7
own,15,1,adult,male,31,0,31,12
own,20,2,adult,other,122,16,34,9
own,10,1,adult,female,120,11,26,7
own,10,1,adult,female,137,19,58,7
own,30,1,senior,male,170,10,65,11
own,20,2,adult,male,173,20,41,9
own,20,1,child,male,133,29,10,11
own,15,1,adult,male,33,0,29,16
own,0,1,adult,male,179,15,33,5
own,-5,1,season,male,188,0,38,3
rent,15,1,season,male,167,11,53,6
own,10,4,senior,female,13,15,78,8
own,0,2,adult,female,15,27,44,7
own,25,1,adult,male,106,16,43,14
own,25,0,season,male,114,19,65,9
own,5,2,adult,female,40,16,34,11
own,10,2,season,female,10,0,36,10
own,40,1,senior,male,22,18,78,18
rent,15,5,child,male,104,14,17,8
own,10,2,adult,male,15,0,47,11
rent,-5,2,season,female,181,0,57,1
own,15,2,child,male,17,19,12,12
rent,20,0,season,female,12,7,60,12
rent,5,1,season,female,49,9,49,8
rent,15,1,season,female,190,20,63,6
rent,0,2,senior,female,40,26,69,5
own,-5,2,adult,female,93,0,57,5
own,20,2,senior,female,30,25,60,11
own,5,3,adult,female,104,11,26,9
own,10,3,season,female,34,0,71,11
own,25,1,senior,female,123,7,80,14
own,0,1,senior,male,184,0,82,5
own,0,1,senior,female,184,23,69,3
own,5,1,adult,other,115,0,28,10
own,5,1,adult,female,25,15,35,12
own,10,1,adult,female,95,28,36,7
own,5,0,adult,male,169,16,60,5
rent,20,0,child,male,37,8,14,11
own,15,0,adult,female,14,15,50,12
own,10,0,adult,female,28,18,25,10
own,-0,0,season,female,57,17,16,4
own,10,1,child,female,31,0,16,13
own,5,0,child,other,61,13,15,8
rent,15,0,season,female,31,0,32,11
own,10,2,child,male,31,12,16,11
rent,25,4,senior,male,108,0,70,11
rent,5,1,adult,female,172,9,48,5
own,15,0,child,male,38,12,7,12
own,-0,2,senior,male,148,15,66,4
own,15,1,season,other,59,10,60,9
rent,20,0,adult,female,55,3,46,12
own,5,1,adult,male,175,17,29,5
rent,10,1,adult,female,113,20,53,7
own,5,2,child,female,114,0,7,8
own,10,0,season,female,100,28,33,6
own,15,1,adult,female,182,27,51,7
rent,-0,1,child,male,165,27,17,4
own,35,2,adult,male,98,20,23,16
own,10,4,season,male,25,15,51,9
own,10,2,senior,female,73,12,77,7
own,5,4,adult,male,62,0,52,6
rent,0,1,adult,male,184,0,36,6
own,-0,5,season,male,113,0,56,2
own,20,3,senior,male,160,24,75,8
own,-10,0,adult,male,169,16,48,3
own,5,3,senior,male,168,11,72,6
own,20,0,adult,female,191,8,30,10
own,35,2,child,female,28,18,15,16
own,35,0,child,female,40,12,13,16
own,10,1,senior,female,92,0,62,8
own,10,1,season,female,33,23,58,7
own,25,0,adult,male,110,26,36,11
own,35,1,child,female,43,17,16,15
own,30,1,senior,male,172,23,75,13
own,10,1,season,female,127,0,70,8
own,25,2,adult,male,110,0,40,14
own,5,2,season,male,114,17,56,8
own,-5,4,child,male,92,20,14,3
own,20,3,season,female,29,13,57,12
own,20,1,adult,male,64,13,52,11
